TEMA,SUBTEMA,VARIABLE,CLASE,Fuente,AnO,Valor
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Infraestructura,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,9.19
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Economico,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,7.6
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Cultural,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,7.78
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Social,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,6.19
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Empresarial,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,6.17
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Ambiental,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,6.22
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Gestion de destino,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,5.05
PIB,Participacion % ,Porcentaje,Subsector: Alojamiento y servicio de comida/ PIB Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Cuentas Nacionales",2019,2.90%
PIB,Participacion % ,Porcentaje,Sector: Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas; Transporte y almacenamiento; Alojamiento y servicios de comida/ PIB Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Cuentas Nacionales",2019,19.60%
Informacion Destacada del turismo internacional,Mundo Entero,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2019,1500
Informacion Destacada del turismo internacional,Europa,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2019,742.3
Informacion Destacada del turismo internacional,Americas,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2019,220.1
Informacion Destacada del turismo internacional,Asia y el Pacifico,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2019,363.6
Informacion Destacada del turismo internacional,Africa,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2019,71.2
Informacion Destacada del turismo internacional,Medio Oriente,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2019,63.9
Big Data,Estados Unidos,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,404462
Big Data,Mexico,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,251297
Big Data,Espana,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,152676
Big Data,Argentina,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,69232
Big Data,Brasil,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,79832
Big Data,Francia,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,36165
Big Data,Alemania,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,28212
Big Data,Reino Unido,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,23919
Big Data,Italia,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,21729
Big Data,Paises Bajos,Reservas aereas,Total,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,15207
Big Data,Estados Unidos,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,1467523
Big Data,Mexico,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,728965
Big Data,Espana,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,634783
Big Data,Brasil,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,342734
Big Data,Argentina,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,185010
Big Data,Alemania,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,160670
Big Data,Francia,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,100953
Big Data,Reino Unido,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,91250
Big Data,Paises Bajos,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2019,76402
Certificacion de Turismo Sostenible,Bogota,Establecimientos gastronomicos y bares,Numero establecimientos,"Ministerio de Comercio, Industria y Turismo",2019,6
Certificacion de Turismo Sostenible,Bogota,Empresas de transporte terrestre,Numero establecimientos,"Ministerio de Comercio, Industria y Turismo",2019,10
Certificacion de Turismo Sostenible,Bogota,"Sedes para eventos, congresos, ferias y convenciones",Numero establecimientos,"Ministerio de Comercio, Industria y Turismo",2019,11
Certificacion de Turismo Sostenible,Bogota,Establecimientos de alojamiento,Numero establecimientos,"Ministerio de Comercio, Industria y Turismo",2019,63
Certificacion de Turismo Sostenible,Bogota,Agencias de viajes,Numero establecimientos,"Ministerio de Comercio, Industria y Turismo",2019,96
